Skill Name,ID,Mechanic,Class,Skill Line,Set Name,#,Description,Equations
Thousand Eyes,258460,Magicka,,,Thousand Eyes,6,"Dealing direct critical damage applies <<1>> to the enemy, dealing <<2>> and increasing their damage taken from you by <<3>> for <<4>>. This damage scales off the higher of your Weapon or Spell Damage. When the enemy dies, <<1>> is reapplied to the lowest health enemy within <<5>> meters of the corpse and increases the damage taken by <<3>>, up to <<6>>. You may only have 1 enemy with <<1>>.","<<1>> = Shived (Constant) <<2>> = + 1.07903 MaxPower  (Ultimate, Dmg, Bleed, SingleTarget, Direct, Melee, 14.5s duration, R2 = 1) <<3>> = 2% (Constant) <<4>> = 15 seconds (Constant) <<5>> = 12 (Constant) <<6>> = 8% (Constant)"
Thrassian Stranglers,136116,Werewolf,,,Thrassian Stranglers,2,"Killing an enemy grants you a stack of Sload's Call for <<1>>, up to a maximum of 50 stacks. Each stack increases your Weapon and Spell Damage by 23, reduces your Maximum Health by 120, and reduces effectiveness of your damage shields by <<2>>.   Sload's Call is lost if you remove Thrassian Stranglers, go invisible, or crouch.",<<1>> = 1 hour (Constant) <<2>> = 1% (Constant)
Threads of War,219692,Magicka,,,Threads of War,1,Your Light and fully-charged Heavy Attacks gain <<1>> Status Effect Chance. The Status Effect is based on the damage type of your weapon.,<<1>> = 100% (Constant)
Threatening Blow,4683,Power,,,,3,"Deals <<1>>.  Target gains Threatened: For <<2>> seconds, Warrior generates <<3>>% more threat from attacks against target.  Warrior can only maintain 1 threatened target at a time.","<<1>> = + 0.2 WD  (Stamina, Dmg, Physical, SingleTarget, Direct, Melee, 0.75s cooldown, R2 = 1) <<2>> = 15 seconds (Constant) <<3>> = 50 (Constant)"
Three Queens Wellspring,239734,Magicka,,,Three Queens Wellspring,1,Gain 1 Magicka Recovery for every 100 Max Magicka you have.   Current Increase:  <<1>> Magicka Recovery,"<<1>> = 0.0099365 Magicka - 3.91E-5 SD + 0.73305  (Magicka, SingleTarget, Direct, R2 = 0.999931)"
Threshing Wings,204225,Werewolf,,,,3,,<<1>> = 6 meters (Constant) <<2>> = 45% (Constant) <<3>> = 4 seconds (Constant)
Threshing Wings,138295,Werewolf,,,,3,,<<1>> = 6 meters (Constant) <<2>> = 45% (Constant) <<3>> = 4 seconds (Constant)
Threshing Wings,73741,Werewolf,,,,3,,<<1>> = 6 meters (Constant) <<2>> = 45% (Constant) <<3>> = 4 seconds (Constant)
Thrill of the Hunt,160045,Werewolf,,,,1,"Whenever you kill an enemy you gain Major Expedition for 3 seconds per stage, increasing your Movement Speed by <<1>>.",<<1>> = 30% (Constant)
Thrive in Chaos 1,85179,Adrenaline,Weapon,Dual Wield,,6,"Slash enemies in front of you, causing them to bleed for <<1>> over <<2>> and healing you for <<3>> of the damage done.  Each enemy hit increases your damage done by <<4>>% for <<5>>. This effect can stack up to 6 times.  Each tick applies the <<6>> status effect.","<<1>> = 0.0620282 MaxStat + 0.650896 MaxPower - 2.33516  (Ultimate, ratio = 10.49, Dmg, Bleed, SingleTarget, DOT, 8s duration, 2s tick, R2 = 1) <<2>> = 8 seconds (Constant) <<3>> = 50% (Constant) <<4>> = 3 (Constant) <<5>> = 15 seconds (Constant) <<6>> = Hemorrhaging (Constant)"
Thrive in Chaos 2,86398,Adrenaline,Weapon,Dual Wield,,6,"Slash enemies in front of you, causing them to bleed for <<1>> over <<2>> and healing you for <<3>> of the damage done.  Each enemy hit increases your damage done by <<4>>% for <<5>>. This effect can stack up to 6 times.  Each tick applies the <<6>> status effect.","<<1>> = 0.0620282 MaxStat + 0.650896 MaxPower - 2.33516  (Ultimate, ratio = 10.49, Dmg, Bleed, SingleTarget, DOT, 8s duration, 2s tick, R2 = 1) <<2>> = 8 seconds (Constant) <<3>> = 50% (Constant) <<4>> = 4 (Constant) <<5>> = 15 seconds (Constant) <<6>> = Hemorrhaging (Constant)"
Thrive in Chaos 3,86404,Adrenaline,Weapon,Dual Wield,,6,"Slash enemies in front of you, causing them to bleed for <<1>> over <<2>> and healing you for <<3>> of the damage done.  Each enemy hit increases your damage done by <<4>>% for <<5>>. This effect can stack up to 6 times.  Each tick applies the <<6>> status effect.","<<1>> = 0.0620282 MaxStat + 0.650896 MaxPower - 2.33516  (Ultimate, ratio = 10.49, Dmg, Bleed, SingleTarget, DOT, 8s duration, 2s tick, R2 = 1) <<2>> = 8 seconds (Constant) <<3>> = 50% (Constant) <<4>> = 5 (Constant) <<5>> = 15 seconds (Constant) <<6>> = Hemorrhaging (Constant)"
Thrive in Chaos 4,86410,Adrenaline,Weapon,Dual Wield,,6,"Slash enemies in front of you, causing them to bleed for <<1>> over <<2>> and healing you for <<3>> of the damage done.  Each enemy hit increases your damage done by <<4>>% for <<5>>. This effect can stack up to 6 times.  Each tick applies the <<6>> status effect.","<<1>> = 0.0620282 MaxStat + 0.650896 MaxPower - 2.33516  (Ultimate, ratio = 10.49, Dmg, Bleed, SingleTarget, DOT, 8s duration, 2s tick, R2 = 1) <<2>> = 8 seconds (Constant) <<3>> = 50% (Constant) <<4>> = 6 (Constant) <<5>> = 15 seconds (Constant) <<6>> = Hemorrhaging (Constant)"
Throw Knives,18391,Werewolf,,,,4,,"<<1>> = + 1 WD  (Stamina, Dmg, Physical, SingleTarget, Direct, 2.5s duration, R2 = 1) <<2>> = 1.09333E-5 Magicka + 0.290465 SD + 0.335256  (Magicka, ratio = 26567.00, Dmg, Generic, SingleTarget, DOT, 2.5s duration, 0.8s tick, R2 = 1) <<3>> = 2.9 seconds (Constant) <<4>> = 2.5 seconds (Constant)"
Throw Weapon,1719,Power,,,,1,Throw an axe at your enemy for <<1>>. Does double damage if your axe lands in their backs.,"<<1>> = + 0.45 WD  (Stamina, Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1)"
Thumping Thaumaturgy,200728,Magicka,,,,2,"Your magical damage over time effects grow stronger.  Magical damage over time effects increased by <<1>> per stack.  Affects Magic, Flame, Frost and Shock Damage.  Current Bonus: <<2>>",<<1>> = 2% (Constant) <<2>> = 0% (Constant)
Thunder Caller,159239,Werewolf,,,Thunder Caller,4,"Dealing damage with a fully-charged Heavy Attack calls a bolt of lightning at your target, dealing <<1>> Shock Damage and leaving a 4 meter lightning crater at their location for <<2>>, dealing <<3>> Shock Damage per second to enemies inside. This effect can occur once every <<4>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = 4.2E-5 Magicka + 0.466671 SD - 0.205988  (Magicka, ratio = 11111.21, Dmg, Shock, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 7 seconds (Constant) <<3>> = 4.2E-5 Magicka + 0.466671 SD - 0.205988  (Magicka, ratio = 11111.21, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<4>> = 12 seconds (Constant)"
Thunder Storm 1,83630,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>.","<<1>> = 0.0748882 MaxStat + 0.787448 MaxPower + 0.857771  (Ultimate, ratio = 10.51, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunder Storm 2,86500,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>.","<<1>> = 0.0756327 MaxStat + 0.796412 MaxPower + 0.871776  (Ultimate, ratio = 10.53, Dmg, Shock, AOE, DOT, 1s tick, R2 = 0.999999) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunder Storm 3,86502,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>.","<<1>> = 0.0765468 MaxStat + 0.804654 MaxPower + 0.576097  (Ultimate, ratio = 10.51, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunder Storm 4,86504,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>.","<<1>> = 0.0772826 MaxStat + 0.813626 MaxPower + 1.04548  (Ultimate, ratio = 10.53, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunderbug's Carapace,29116,Werewolf,,,Thunderbug's Carapace,2,"When you take Physical Damage, you deal <<1>> in a 5 meter radius around you. This effect can occur once every <<2>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = + 0.714381 MaxPower  (Ultimate, Dmg, Shock, AOE, Direct, Melee, R2 = 1) <<2>> = 3 seconds (Constant)"
Thundering Presence,53613,Werewolf,,,,4,Increases Armor and Spell Resistance by <<1>> for <<2>> and deals <<3>> to nearby enemies every <<4>>.,"<<1>> = 0 (Constant) <<2>> = AB_DURATION (Constant) <<3>> = 0.02066 MaxStat + 0.21693 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, AOE, DOT, 2s tick, R2 = 1) <<4>> = AB_FREQUENCY (Constant)"
Thunderous Rage 1,85130,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>. Ability lasts 2 seconds longer from using a Lightning Staff.","<<1>> = 0.0967373 MaxStat + 1.01725 MaxPower - 0.194354  (Ultimate, ratio = 10.52, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunderous Rage 2,86524,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>. Ability lasts 2 seconds longer from using a Lightning Staff.","<<1>> = 0.0978421 MaxStat + 1.02858 MaxPower - 1.61313  (Ultimate, ratio = 10.51, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunderous Rage 3,86526,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>. Ability lasts 2 seconds longer from using a Lightning Staff.","<<1>> = 0.0988964 MaxStat + 1.03977 MaxPower - 1.5785  (Ultimate, ratio = 10.51, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunderous Rage 4,86528,Adrenaline,Weapon,Destruction Staff,,3,"Create a cataclysmic storm at the target location that builds after 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>. Ability lasts 2 seconds longer from using a Lightning Staff.","<<1>> = 0.0998989 MaxStat + 1.0512 MaxPower - 1.02956  (Ultimate, ratio = 10.52, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 7 seconds (Constant)"
Thunderous Stomp,230491,Werewolf,,,,4,Stomp the ground sending out multiple tremors that travel <<1>> dealing <<2>> to enemies and knocking them back.  Generates <<3>> Ultimate.  This ability has a cooldown of <<4>>.,"<<1>> = 50 meters (Constant) <<2>> = 0.425 MaxStat + 4.25 MaxPower  (Ultimate, ratio = 10.00, Dmg, Flame, AOE, Direct, Melee, 0.5s duration, R2 = 1) <<3>> = 20 (Constant) <<4>> = 10 seconds (Constant)"
Thunderous Stomp,211898,Werewolf,,,,4,Stomp the ground sending out multiple tremors that travel <<1>> dealing <<2>> to enemies and knocking them back.  Generates <<3>> Ultimate.  This ability has a cooldown of <<4>>.,"<<1>> = 50 meters (Constant) <<2>> = 0.425 MaxStat + 4.25 MaxPower  (Ultimate, ratio = 10.00, Dmg, Flame, AOE, Direct, Melee, 0.5s duration, R2 = 1) <<3>> = 20 (Constant) <<4>> = 10 seconds (Constant)"
Thunderous Stomp,132372,Werewolf,,,,4,Stomp the ground sending out multiple tremors that travel <<1>> dealing <<2>> to enemies and knocking them back.  Generates <<3>> Ultimate.  This ability has a cooldown of <<4>>.,"<<1>> = 50 meters (Constant) <<2>> = 4.24976 WeaponPower + 0.0090488  (Weapon Power, Dmg, Flame, SingleTarget, Direct, Melee, 0.5s duration, R2 = 1) <<3>> = 20 (Constant) <<4>> = 10 seconds (Constant)"
Thunderous Strike,164291,Werewolf,,,,3,"<<1>> calls down an explosion of lightning to finish off an enemy, dealing <<2>> and an additional <<3>> to other nearby enemies.  Used when the enemy is below 25% Health.","<<1>> = Your Companion (Constant) <<2>> = + 9 WD  (Stamina, Dmg, Shock, SingleTarget, Direct, Melee, R2 = 1) <<3>> = + 3 WD  (Stamina, Dmg, Shock, AOE, Direct, Melee, R2 = 1)"
Thunderous Volley,72470,Werewolf,,,,3,"Increases the damage of Volley by <<1>> per tick, increasing by <<2>> every <<3>>.",<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 0.5 seconds (Constant)
Thunderous Volley,99852,Werewolf,,,,2,Increases the damage your Volley ability deals by <<1>> each tick. This bonus increases by <<2>> every time Volley ticks.,<<1>> = 0 (Constant) <<2>> = 2 (Constant)
Thunderous Volley,99851,Werewolf,,,Thunderous Volley,2,"Increases the damage Volley deals by <<1>> each tick. This bonus increases by <<2>> every time Volley ticks, up to a maximum of 8 times.",<<1>> = 0 (Constant) <<2>> = 0 (Constant)
Thunderous Volley,75240,Werewolf,,,,3,"Increases the damage of Volley by <<1>> per <<2>>, stacking over the duration of Volley. While equipped, grants <<3>> additional Weapon Damage.",<<1>> = 0 (Constant) <<2>> = 0.5 seconds (Constant) <<3>> = 0 (Constant)
Thundrous Streak,34446,Werewolf,,,,1,,"<<1>> = + 1.6 WD  (Stamina, Dmg, Shock, AOE, Direct, Melee, R2 = 1)"
Thurvokun,102089,Werewolf,,,Thurvokun,8,"When you take damage from a nearby enemy, you summon a growing pool of desecrated bile for <<1>>. Enemies in the bile take <<2>> every <<3>> and are afflicted with <<4>> and the Diseased status for <<5>>, reducing their damage done by <<6>> and healing received and Health Recovery by <<7>>. This effect can occur every <<8>> and the damage scales off your Max Health.","<<1>> = 8 seconds (Constant) <<2>> = 0.0122359 Health - 0.60579  (Health, Dmg, Disease, AOE, DOT, 1s tick, R2 = 0.999887) <<3>> = 1 second (Constant) <<4>> = Minor Maim (Constant) <<5>> = 4 seconds (Constant) <<6>> = 5% (Constant) <<7>> = 6% (Constant) <<8>> = 16 seconds (Constant)"
Tidal Chakram,198567,Power,,,,3,"Carve the Baron of Breakers' runes to create spinning discs. Discs surround you or up to 4 allies in front of you, granting a shield that absorbs <<1>> damage for <<2>>.  Consume Crux to cause the shields to heal for 33% of the shield's remaining strength every <<3>> per Crux spent.  Discs prefer your reticle target, or low-Health targets without shields.","<<1>> = 0.255619 MaxStat - 4.4E-6 MaxPower + 0.361043  (Ultimate, DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 6 seconds (Constant) <<3>> = 1 second (Constant)"
Tidal Chakram 1,186209,Werewolf,Arcanist,Curative Runeforms,,3,"Carve the Baron of Breakers' runes to create spinning discs. Discs surround you or up to 4 allies in front of you, granting a shield that absorbs <<1>> damage for <<2>>.  Consume Crux to cause the shields to heal for 33% of the shield's remaining strength every <<3>> per Crux spent.  Discs prefer your reticle target, or low-Health targets without shields.","<<1>> = 0.255619 MaxStat - 4.4E-6 MaxPower + 0.361043  (Ultimate, DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 6 seconds (Constant) <<3>> = 1 second (Constant)"
Tidal Chakram 2,20186209,Werewolf,Arcanist,Curative Runeforms,,3,"Carve the Baron of Breakers' runes to create spinning discs. Discs surround you or up to 4 allies in front of you, granting a shield that absorbs <<1>> damage for <<2>>.  Consume Crux to cause the shields to heal for 33% of the shield's remaining strength every <<3>> per Crux spent.  Discs prefer your reticle target, or low-Health targets without shields.","<<1>> = 0.258485 MaxStat + 4.58E-5 MaxPower - 1.00174  (Ultimate, DmgShield, SingleTarget, Direct, 6s duration, R2 = 0.999999) <<2>> = 6 seconds (Constant) <<3>> = 1 second (Constant)"
Tidal Chakram 3,30186209,Werewolf,Arcanist,Curative Runeforms,,3,"Carve the Baron of Breakers' runes to create spinning discs. Discs surround you or up to 4 allies in front of you, granting a shield that absorbs <<1>> damage for <<2>>.  Consume Crux to cause the shields to heal for 33% of the shield's remaining strength every <<3>> per Crux spent.  Discs prefer your reticle target, or low-Health targets without shields.","<<1>> = 0.261234 MaxStat + 6.64E-5 MaxPower - 0.0304485  (Ultimate, DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 6 seconds (Constant) <<3>> = 1 second (Constant)"
Tidal Chakram 4,40186209,Werewolf,Arcanist,Curative Runeforms,,3,"Carve the Baron of Breakers' runes to create spinning discs. Discs surround you or up to 4 allies in front of you, granting a shield that absorbs <<1>> damage for <<2>>.  Consume Crux to cause the shields to heal for 33% of the shield's remaining strength every <<3>> per Crux spent.  Discs prefer your reticle target, or low-Health targets without shields.","<<1>> = 0.264057 MaxStat - 8.96E-5 MaxPower + 0.0373047  (Ultimate, DmgShield, SingleTarget, Direct, 6s duration, R2 = 0.999999) <<2>> = 6 seconds (Constant) <<3>> = 1 second (Constant)"
Tide-Born Wildstalker,240281,Magicka,,,Tide-Born Wildstalker,1,Increase your direct damage done to monsters by <<1>>.,<<1>> = 15% (Constant)
Time Freeze 1,104079,Werewolf,Guild,Psijic Order,,2,"Freeze the passage of time at the target location, gradually reducing the Movement Speed of enemies in the area over <<1>> before finally stunning them in place for <<2>> when the duration completes.",<<1>> = 4 seconds (Constant) <<2>> = 3 seconds (Constant)
Time Freeze 2,20104079,Werewolf,Guild,Psijic Order,,2,"Freeze the passage of time at the target location, gradually reducing the Movement Speed of enemies in the area over <<1>> before finally stunning them in place for <<2>> when the duration completes.",<<1>> = 4 seconds (Constant) <<2>> = 3 seconds (Constant)
Time Freeze 3,30104079,Werewolf,Guild,Psijic Order,,2,"Freeze the passage of time at the target location, gradually reducing the Movement Speed of enemies in the area over <<1>> before finally stunning them in place for <<2>> when the duration completes.",<<1>> = 4 seconds (Constant) <<2>> = 3 seconds (Constant)
Time Freeze 4,40104079,Werewolf,Guild,Psijic Order,,2,"Freeze the passage of time at the target location, gradually reducing the Movement Speed of enemies in the area over <<1>> before finally stunning them in place for <<2>> when the duration completes.",<<1>> = 4 seconds (Constant) <<2>> = 3 seconds (Constant)
