family,page,version,note
skills,Online:Undaunted Mettle,1.5.2,"* Undaunted: ** Added two new passives to this skill line: *** Undaunted Command: This passive will now allow you to regain health, magicka, and stamina when activating a synergy ability. *** Undaunted Mettle: This passive increases your health, magicka, and stamina when wearing different types of armor."
skills,Online:Undead Confederate,11.0.5,"* This passive now increases your Health, Magicka, and Stamina Recovery by 77/155 while a Necromantic pet is active, down from 100/200."
skills,Online:Undeath,1.3.3,"* Reduced the passive Undeath's damage reduction to 33%, and adjusted the tooltip accordingly."
skills,Online:Undeath,2.4.5,* This passive ability now only functions when you are in Vampire Stage 3 or higher.
skills,Online:Undeath,6.0.5,* Now reduces your damage taken by up to 15/30% based on each percentage of your missing Health.
skills,Online:Undeath,7.0.5,"* Fixed an issue where this passive did not work against many ground-based attacks, such as Volley."
skills,Online:Undeath,10.1.5,"* This passive now reduces damage taken by up to 7/15%, down from up to 15/30%."
skills,Online:Undo,4.0.9,"* You can no longer cast this ability and its morphs while you are carrying a Chaosball or Relic in Battlegrounds, or an Elder Scroll in Cyrodiil."
skills,Online:Undo,5.3.8,"* Fixed an issue where this ability could fail to properly animate your character as you rewound through time. * Fixed an issue where this ability could fail to rewind time. ** Note: This fix may cause strange animation issues when using this Ultimate while standing completely still for 4 or more seconds, where your character does not get rewound in position. This particular issue will be fixed in a future patch as fixing the functionality was prioritized."
skills,Online:Undo,6.0.5,"* Fixed an issue where the animation for this ability and morphs would appear and end abruptly, making your character appear to do jazz hands erratically, if not moved with the rewind."
skills,Online:Undo,6.1.5,* Fixed an issue where you could take fall damage when activating this Ultimate or its morphs while falling from high places.
skills,Online:Unflinching Rage,2.5.5,"* Robust: This passive ability has been renamed to ""Unflinching."" It now increases your Health Recovery by 6/13/20%, down from 10/20/30% and your healing received by 1/3/5%."
skills,Online:Unflinching Rage,4.3.5,"* Unflinching: Increases Healing Received by 5% and 20% Health Recovery → Unflinching Rage: Grants 1000 Max Health and heals you for up to 600 when you deal damage with a weapon, with a 4 second cooldown."
skills,Online:Unflinching Rage,6.3.5,"* This passive now heals for 2125 Health when you deal damage once every 4 seconds, rather than healing for 600 Health when you deal damage with a Weapon Attack once every 4 seconds. *Fixed an issue where this passive was not considered a proc. *The heal from this passive can no longer Critically Strike."
skills,Online:Unleashed Rage,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Unnatural Resistance,2.0.3,* Fixed an issue where this passive wasn't functioning properly after you changed zones or re-logged.
skills,Online:Unnatural Resistance,2.3.5,* Fixed an issue where purchasing this passive would not update your Health Recovery in the character UI.
skills,Online:Unstoppable (skill),1.6.5,"* Immovable now grants the buffs Major Resolve and Major Ward. Each additional rank of this ability increases the duration of the buffs by 0.5 seconds. * Increased the cost of this ability by 13% for all ranks and morphs. * This ability now grants crowd-control immunity for 5 seconds instead of the full duration of the ability. * The maximum rank of this ability and its morphs now lasts for 15 seconds. * Immovable Brute: This ability no longer increases melee damage. Instead, in reduces the cost of CC break for each piece of heavy armor equipped while this ability is slotted in the activity bar."
skills,Online:Unstoppable (skill),3.2.5,"* Casting this ability and its morphs now requires that you wear 5 pieces of Heavy Armor. * Increased the duration of this ability to 20 seconds from 13.5 at Rank IV. * Reduced the cost of this ability and its morphs by approximately 5%. **We want each of the three armor types to have unique trade-offs. Heavy Armor's main advantage is its increase to survivability, while the disadvantage is its lower damage and healing power. To emphasize this distinction, we've removed the Wrath passive."
skills,Online:Unstoppable (skill),3.3.5,* Unstoppable: Fixed an issue where this morph was increasing the duration of the skill by a lower amount than intended for each piece of Heavy Armor worn.
skills,Online:Unstoppable (skill),4.2.5,"* Reduced the cost of this ability and its morphs by 15%, and reduced the duration of the crowd control immunity buff granted to 4 seconds from 5 seconds. **Developer Comment: The cost of the Evasion and Immoveable abilities was much higher than similar abilities like Spiked Armor and Blur."
skills,Online:Unstoppable (skill),5.1.5,"* Reworked this ability and its morphs, and shifted the names around to be slightly more appropriate. ** The base ability is now called Unstoppable. ** Reduced the base cost to 3780 from 4590, which gets the 15% cost reduction, taking it 3213. ** Increased the duration of the CC immunity granted to 6 seconds. While the CC immunity persists, you are now have 65% reduced movement ** speed. You cannot be stopped, but that power comes at a great cost. ** Immovable Brute: *** Renamed this morph to Unstoppable Brute. *** It no longer passively reduces the cost of CC break while slotted, but instead reduces the cost of CC breaking while the Major Ward and Resolve are active. *** Increased the cost reduction per piece of Heavy Armor worn to 5% from 4%. *** This morph also gains cost reduction as it ranks up. ** Unstoppable: *** Renamed this morph to Immovable. *** This morph no longer increases the duration of the ability. Instead, while the snare persists, it increases the amount of damage you can block by 5% per piece of Heavy Armor worn, but also increases the snare potency by 5%. If you are in all 7 pieces of Heavy Armor, you will truly be, Immovable. Unless Elite difficulty enemies hit you with a special move, they don't care if you think you're immovable."
skills,Online:Unstoppable (skill),5.2.6,* Unstoppable Brute (morph): Fixed an issue where the snare from this ability failed to apply.
skills,Online:Unstoppable (skill),5.3.4,"* Unstoppable Brute (morph): The cost reduction of CC break for this ability is now properly linked to the Major Resolve it grants, and will increase in duration with bonuses such as Jorvuld's Guidance, but will also be lost if a longer source of Major Resolve is applied."
skills,Online:Unstoppable (skill),6.1.5,"* Immovable (morph): ** This morph now ranks up in duration of the Major Resolve granted, rather than the duration of CC immunity granted. ** Fixed numerous issues where the CC immunity from this ability operated differently than other sources."
skills,Online:Unstoppable (skill),8.0.5,"* Unstoppable: Fixed an issue with this ability and its morphs where the snare could stack with other player snares. ** Note that many monster sourced snares may still stack, as they care not for your petty rules and regulations. Their methods are beyond your comprehension."
skills,Online:Uppercut,1.2.3,"* Slightly reduced the cooldown for this ability from 2 seconds to 1.5 seconds, and increased the damage of this ability by 10%. * Wrecking Blow: This ability's damage bonus is no longer calculated twice."
skills,Online:Uppercut,1.4.3,* Reduced the cost of this ability by approximately 20%.
skills,Online:Uppercut,1.5.2,"* Reduced the cast time for this ability by approximately 12%. We also increased the damage by approximately 2%. * Dizzying Swing: ** Reduced the debuff for this ability to 15% from 20%. ** This ability now has an increased duration, and applies to stun-immune monsters. ** The debuff no longer stacks with similar effects such as Low Slash."
skills,Online:Uppercut,1.6.5,"* Uppercut and Flurry can no longer be interrupted. * Dizzying Swing: This ability now grants the buff Minor Maim for 10 seconds. * Wrecking Blow: This ability now grants the buff Major Empower, and the damage now correctly scales up with each rank."
