family,page,template,param,value
skills,Online:Reanimate,ESO Skills With,5,Consume Corpse
skills,Online:Reanimate,ESO Skills With,6,Summon
skills,Online:Reanimate,ESO Skills With,7,Disease Damage
skills,Online:Reanimate,ESO Skills With,8,Apply Status Effect
skills,Online:Reanimate,ESO Skills With,9,Reduce Healing
skills,Online:Reanimate,ESO Skills With,10,Free Corpse
skills,Online:Reanimate,ESO Skills With,11,Ultimate Cost
skills,Online:Rebate,Online Skill Summary,id,45198
skills,Online:Rebate,Online Skill Summary,id1,31398
skills,Online:Rebate,Online Skill Summary,id2,45198
skills,Online:Rebate,Online Skill Summary,line,Daedric Summoning
skills,Online:Rebate,Online Skill Summary,type,Passive
skills,Online:Rebate,Online Skill Summary,icon,Daedric Summoning-Rebate
skills,Online:Rebate,Online Skill Summary,desc,You restore 185 Magicka or Stamina when one of your non-Ultimate Daedric Summoning abilities end. The resource returned is dictated by the ability's cost.
skills,Online:Rebate,Online Skill Summary,desc2,You restore 371 Magicka or Stamina when one of your non-Ultimate Daedric Summoning abilities end. The resource returned is dictated by the ability's cost.
skills,Online:Rebate,Online Skill Summary,linerank1,8
skills,Online:Rebate,Online Skill Summary,linerank2,18
skills,Online:Rebate,ESO Patch Note,1,1.1.2
skills,Online:Rebate,ESO Patch Note,2,* Fixed an issue with this ability. It will now properly recover magicka when your Summoned Winged Twilight is killed.
skills,Online:Rebate,ESO Patch Note,1,1.2.3
skills,Online:Rebate,ESO Patch Note,2,"* Updated this ability's tooltip to state that pets restore magicka when they die, or when you unsummon them."
skills,Online:Rebate,ESO Patch Note,1,1.6.5
skills,Online:Rebate,ESO Patch Note,2,"* Fixed an issue where this ability was not restoring magicka when a Daedric pet was de-summoned or died, and the magicka restore from this passive now scales with your level instead of your maximum magicka."
skills,Online:Rebate,ESO Patch Note,1,2.7.5
skills,Online:Rebate,ESO Patch Note,2,* Fixed an issue where Rank II of this passive was restoring less Magicka than intended for player characters at Level 50.
skills,Online:Rebate,ESO Patch Note,1,5.1.5
skills,Online:Rebate,ESO Patch Note,2,* Fixed an issue where this passive would dismount you if it procced.
skills,Online:Rebate,ESO Patch Note,1,6.1.5
skills,Online:Rebate,ESO Patch Note,2,"* This passive now restores 150/300 Magicka or Stamina (determined by what the ability cost) when one of your Daedric Summoning non-Ultimate abilities end, rather than restoring Magicka when your Daedric Summoning pets died or were unsummoned."
skills,Online:Rebate,ESO Patch Note,1,11.0.5
skills,Online:Rebate,ESO Patch Note,2,"* This passive now restores 185/371 Magicka or Stamina when a non-Ultimate Daedric Summoning ability ends, up from 150/300."
skills,Online:Rebate,ESO Skills With,1,Passive Effect
skills,Online:Rebate,ESO Skills With,2,Restore Stamina
skills,Online:Rebate,ESO Skills With,3,Restore Magicka
skills,Online:Recipe Improvement,Online Skill Summary,id,44650
skills,Online:Recipe Improvement,Online Skill Summary,id1,44590
skills,Online:Recipe Improvement,Online Skill Summary,id2,44595
skills,Online:Recipe Improvement,Online Skill Summary,id3,44597
skills,Online:Recipe Improvement,Online Skill Summary,id4,44598
skills,Online:Recipe Improvement,Online Skill Summary,id5,44599
skills,Online:Recipe Improvement,Online Skill Summary,id6,44650
skills,Online:Recipe Improvement,Online Skill Summary,line,Provisioning
skills,Online:Recipe Improvement,Online Skill Summary,type,Passive
skills,Online:Recipe Improvement,Online Skill Summary,icon,Provisioning-Recipe Improvement
skills,Online:Recipe Improvement,Online Skill Summary,desc,Allows the making of up to level 19 Recipes.
skills,Online:Recipe Improvement,Online Skill Summary,desc2,Allows the making of up to level 29 Recipes.
skills,Online:Recipe Improvement,Online Skill Summary,desc3,Allows the making of up to level 39 Recipes.
skills,Online:Recipe Improvement,Online Skill Summary,desc4,Allows the making of up to level 49 Recipes.
skills,Online:Recipe Improvement,Online Skill Summary,desc5,Allows the making of up to Champion 50 Recipes.
skills,Online:Recipe Improvement,Online Skill Summary,desc6,Allows the making of up to Champion 150 Recipes.
skills,Online:Recipe Improvement,Online Skill Summary,onefree,1
skills,Online:Recipe Improvement,Online Skill Summary,linerank1,1
skills,Online:Recipe Improvement,Online Skill Summary,linerank2,20
skills,Online:Recipe Improvement,Online Skill Summary,linerank3,30
skills,Online:Recipe Improvement,Online Skill Summary,linerank4,40
skills,Online:Recipe Improvement,Online Skill Summary,linerank5,50
skills,Online:Recipe Improvement,Online Skill Summary,linerank6,50
skills,Online:Recipe Improvement,ESO Patch Note,1,1.1.2
skills,Online:Recipe Improvement,ESO Patch Note,2,* Corrected a minor issue with this passive skill's icon.
skills,Online:Recipe Improvement,ESO Patch Note,1,2.6.4
skills,Online:Recipe Improvement,ESO Patch Note,2,"* Recipes in Cyrodiil, the Imperial City, and Dungeons now drop based on your rank in the Recipe Improvement passive."
skills,Online:Recipe Improvement,ESO Skills With,1,Crafting Effect
skills,Online:Recipe Improvement,ESO Skills With,2,Crafting Quality
skills,Online:Recipe Quality,Online Skill Summary,id,69953
skills,Online:Recipe Quality,Online Skill Summary,id1,44625
skills,Online:Recipe Quality,Online Skill Summary,id2,44630
skills,Online:Recipe Quality,Online Skill Summary,id3,44631
skills,Online:Recipe Quality,Online Skill Summary,id4,69953
skills,Online:Recipe Quality,Online Skill Summary,line,Provisioning
skills,Online:Recipe Quality,Online Skill Summary,type,Passive
skills,Online:Recipe Quality,Online Skill Summary,icon,Provisioning-Recipe Quality
skills,Online:Recipe Quality,Online Skill Summary,desc,Allows the use of Standard (green) Recipes.
skills,Online:Recipe Quality,Online Skill Summary,desc2,Allows the use of Difficult (blue) Recipes.
skills,Online:Recipe Quality,Online Skill Summary,desc3,Allows the use of Complex (purple) Recipes.
skills,Online:Recipe Quality,Online Skill Summary,desc4,Allows the use of Legendary (gold) Recipes.
skills,Online:Recipe Quality,Online Skill Summary,onefree,1
skills,Online:Recipe Quality,Online Skill Summary,linerank1,1
skills,Online:Recipe Quality,Online Skill Summary,linerank2,10
skills,Online:Recipe Quality,Online Skill Summary,linerank3,35
skills,Online:Recipe Quality,Online Skill Summary,linerank4,50
skills,Online:Recipe Quality,ESO Quality Color,1,f
skills,Online:Recipe Quality,ESO Quality Color,2,Standard (green)
skills,Online:Recipe Quality,ESO Skills With,1,Crafting Effect
skills,Online:Recipe Quality,ESO Skills With,2,Crafting Quality
skills,Online:Recovery,Online Skill Summary,id,45549
skills,Online:Recovery,Online Skill Summary,id1,29639
skills,Online:Recovery,Online Skill Summary,id2,45548
skills,Online:Recovery,Online Skill Summary,id3,45549
skills,Online:Recovery,Online Skill Summary,line,Light Armor
skills,Online:Recovery,Online Skill Summary,type,Passive
skills,Online:Recovery,Online Skill Summary,icon,Light Armor-Recovery
skills,Online:Recovery,Online Skill Summary,desc,Increases your Magicka Recovery by 2% for each piece of Light Armor equipped.
skills,Online:Recovery,Online Skill Summary,desc2,Increases your Magicka Recovery by 3% for each piece of Light Armor equipped.
skills,Online:Recovery,Online Skill Summary,desc3,Increases your Magicka Recovery by 4% for each piece of Light Armor equipped.
skills,Online:Recovery,Online Skill Summary,linerank1,2
skills,Online:Recovery,Online Skill Summary,linerank2,10
skills,Online:Recovery,Online Skill Summary,linerank3,30
skills,Online:Recovery,ESO Magicka Link,2,Recovery
skills,Online:Recovery,ESO Patch Note,1,1.2.3
skills,Online:Recovery,ESO Patch Note,2,* Recovery II: Fixed a typo with this passive ability's tooltip.
skills,Online:Recovery,ESO Patch Note,1,3.0.5
skills,Online:Recovery,ESO Patch Note,2,"* Swapped the Evocation and Recovery passives in the Skill Line window. * This is now a 3-point passive, originally 2-points. It now increases your Magicka Recovery by 2/3/4% per piece of Light Armor, instead of 2/4%."
skills,Online:Recovery,ESO Patch Note,1,4.2.5
skills,Online:Recovery,ESO Patch Note,2,"* Recovery: Renamed this ability to Grace. ** This ability's old effects have been merged into the Evocation passive. ** It now reduces the effectiveness of snares applied to you by 1/2/4% per piece of Light Armor worn, and reduces the cost of Sprint by 1/2/3% per piece of Light Armor worn. ***Developer Comment: We want Light and Medium armor to have a mobility advantage over Heavy Armor without using penalties to make Heavy Armor feel slow. Medium Armor already has faster sprinting, while Light Armor wearers now can sprint for longer and also isn't affected by snares as strongly."
skills,Online:Red Diamond,Mod Header,1,Imperial Edition
skills,Online:Red Diamond,Online Skill Summary,id,45293
skills,Online:Red Diamond,Online Skill Summary,id1,36155
skills,Online:Red Diamond,Online Skill Summary,id2,45291
skills,Online:Red Diamond,Online Skill Summary,id3,45293
skills,Online:Red Diamond,Online Skill Summary,line,Imperial
skills,Online:Red Diamond,Online Skill Summary,type,Passive
skills,Online:Red Diamond,Online Skill Summary,icon,Imperial-Red Diamond
skills,Online:Red Diamond,Online Skill Summary,desc,Reduces the cost of all your abilities by 2%.
skills,Online:Red Diamond,Online Skill Summary,desc2,Reduces the cost of all your abilities by 4%.
skills,Online:Red Diamond,Online Skill Summary,desc3,Reduces the cost of all your abilities by 6%.
skills,Online:Red Diamond,Online Skill Summary,linerank1,25
skills,Online:Red Diamond,Online Skill Summary,linerank2,35
skills,Online:Red Diamond,Online Skill Summary,linerank3,50
skills,Online:Red Diamond,ESO Patch Note,1,3.3.5
skills,Online:Red Diamond,ESO Patch Note,2,* Fixed an issue where this passive ability would display a generic icon in your buff trackers when it triggered.
skills,Online:Red Diamond,ESO Patch Note,1,4.3.5
skills,Online:Red Diamond,ESO Patch Note,2,"* 10% Chance on Melee Attack to heal for 6% of Max Health → When you deal Direct Damage, you restore 333 Health, Magicka, and Stamina. This effect has a 5 second cooldown. It also will reduce the cost of all abilities by 3%. ** Developer Comment: We were relatively happy with the performance of the Imperial races previously, but wanted to improve Red Diamond to stand out and be more accessible across different play styles. Now even on non-offense oriented builds, you'll still be able to get a bit of a bonus out of it with the cost reduction. We also wanted to split the previous amount of Health over all 3 resources so all build types could engage with it, instead of being purely survival based."
skills,Online:Red Diamond,ESO Patch Note,1,6.3.5
skills,Online:Red Diamond,ESO Patch Note,2,"* This passive no longer restores Health, Magicka, and Stamina whenever you deal Direct Damage. *Increased the cost reduction for all abilities to 6%, up from 3%."
skills,Online:Red Diamond,ESO Skills With,1,Passive Effect
skills,Online:Red Diamond,ESO Skills With,2,Reduce Skill Cost
skills,Online:Refreshing Shadows,Online Skill Summary,id,45103
skills,Online:Refreshing Shadows,Online Skill Summary,id1,36549
skills,Online:Refreshing Shadows,Online Skill Summary,id2,45103
skills,Online:Refreshing Shadows,Online Skill Summary,line,Shadow
skills,Online:Refreshing Shadows,Online Skill Summary,type,Passive
skills,Online:Refreshing Shadows,Online Skill Summary,icon,Shadow-Refreshing Shadows
skills,Online:Refreshing Shadows,Online Skill Summary,desc,"Increases your Health, Stamina, and Magicka Recovery by 7%."
skills,Online:Refreshing Shadows,Online Skill Summary,desc2,"Increases your Health, Stamina, and Magicka Recovery by 15%."
skills,Online:Refreshing Shadows,Online Skill Summary,linerank1,8
skills,Online:Refreshing Shadows,Online Skill Summary,linerank2,18
skills,Online:Refreshing Shadows,ESO Patch Note,1,1.2.3
skills,Online:Refreshing Shadows,ESO Patch Note,2,"* This passive ability is now always active, and no longer requires you to use another ability."
skills,Online:Refreshing Shadows,ESO Patch Note,1,2.1.4
skills,Online:Refreshing Shadows,ESO Patch Note,2,"* Adjusted this ability from 15/30% Stamina recovery to 7/15% Stamina, Health and Magicka recovery. We also fixed an issue which caused this passive to not increase health regeneration."
skills,Online:Refreshing Shadows,ESO Skills With,1,Passive Effect
